구분,발표처,제목,웹주소
지자체,세종특별자치시,2016년도 해외 선진 뿌리기술 연수 공고(참여 중소기업 모집),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846940?&amp;pageIndex=7"")"
지자체,세종특별자치시,2016년도 제97회 전국체육대회 세종특별자치시 선수및임원 단복제작 입찰 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846939?&amp;pageIndex=7"")"
지자체,세종특별자치시,"장군면바르게살기협, 태극기 전달","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846892?&amp;pageIndex=10"")"
지자체,울산광역시,"맞춤형 복지급여, 복지사각지대 해소 앞장","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846853?&amp;pageIndex=11"")"
지자체,울산광역시,“명사와 함께 시티투어를!”,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846852?&amp;pageIndex=12"")"
지자체,울산광역시,울산광역치매센터 설치 ‧ 운영 수탁기관 공모,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846851?&amp;pageIndex=12"")"
지자체,울산광역시,"울산시, 제2회 지방공무원 임용시험 379명 필기합격","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846793?&amp;pageIndex=14"")"
지자체,울산광역시,"울산시, 7월 직장 교육 실시","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846792?&amp;pageIndex=14"")"
지자체,울산광역시,2016년 제2차 인권위원회 개최,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846791?&amp;pageIndex=14"")"
지자체,울산광역시,"모하창작스튜디오, 2016 상반기 성과 전(展) ‘섬’ 개최","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846790?&amp;pageIndex=14"")"
지자체,울산광역시,‘2017 한국관광학회 울산국제학술대회’유치 확정,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846789?&amp;pageIndex=15"")"
지자체,울산광역시 남구,2016년 상반기 주민자치센터 프로그램 수강료 수입 및 지출내역 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846725?&amp;pageIndex=17"")"
지자체,인천광역시,서운일반산업단지 조성사업 순항,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846798?&amp;pageIndex=14"")"
지자체,인천광역시,인천브랜드 개발을 위한 “인천 브랜드 콘서트” 개최,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846797?&amp;pageIndex=14"")"
지자체,인천광역시,행복한 동행을 위한 다문화가족지원센터 워크숍,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846796?&amp;pageIndex=14"")"
지자체,인천광역시,"미추홀도서관, 7월 건강강좌‘혈관나이 젊게","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846795?&amp;pageIndex=14"")"
지자체,인천광역시,"박태환, 인천시민 여러분 금메달로 보답하겠습니다.","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846794?&amp;pageIndex=14"")"
지자체,인천광역시,중고생 사회통합 토요프로그램 참여자 모집(자원봉사실적 인정),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846650?&amp;pageIndex=18"")"
지자체,인천광역시 서구,신규 주민등록증 발급안내통지서 반송자 공고(1999년 7월생),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846841?&amp;pageIndex=12"")"
지자체,인천광역시 서구,신규주민등록증 발급신청 통지서 반송자에 대한 공고(99년7월생),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846840?&amp;pageIndex=12"")"
지자체,인천광역시 서구,2016년도 제2회 인천광역시 지방공무원 공개경쟁임용시험 서구구분 모집에 따른 면접...,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846839?&amp;pageIndex=12"")"
지자체,전라남도,"전남도, 7월분 재산세 1천 254억 원 부과","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847053?&amp;pageIndex=1"")"
지자체,전라남도 곡성군,「농촌고령자 공동이용시설 활성화 방안」온라인 정책토론 참여 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846883?&amp;pageIndex=11"")"
지자체,전라남도 곡성군,전국 '일본뇌염 경보' 발령에 따른 개인위생수칙 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846882?&amp;pageIndex=11"")"
지자체,전라남도 목포시,목포시 중독관리통합지원센터 기간제근로자 채용 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846884?&amp;pageIndex=11"")"
지자체,전라남도 무안군,석면해체제거작업 의 석면비산정도 측정결과,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846779?&amp;pageIndex=15"")"
지자체,전라북도 고창군,심원면 계명마을회관 건축공사(입찰대행),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846827?&amp;pageIndex=14"")"
지자체,전라북도 무주군,[군청]수달수영장 운영프로그램 및 강습진도표,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846929?&amp;pageIndex=8"")"
지자체,전라북도 무주군,[군청]제2회『무주군생활문화예술동호회 나눔 대축제』개최,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846927?&amp;pageIndex=8"")"
지자체,전라북도 임실군,돼지 구제역 백신 구입(재공고),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846942?&amp;pageIndex=7"")"
지자체,전라북도 장수군,"장수군, ‘신원·사치지구’지적재조사사업 주민설명회 개최","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846951?&amp;pageIndex=6"")"
지자체,전라북도 장수군,"올 상반기 관내 56개 마을 2,506가구에 옥내 마을방송시설 구축","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846950?&amp;pageIndex=6"")"
지자체,전라북도 진안군,제21회 동향면민의날 및 제8회 진안고원 동향 한여름 수박축제 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846949?&amp;pageIndex=6"")"
지자체,전라북도 진안군,진안군 청소년 자원봉사 박람회 운영안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846947?&amp;pageIndex=6"")"
지자체,전라북도 진안군,진안홍삼축제 자원봉사자 모집,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846946?&amp;pageIndex=7"")"
지자체,전라북도 진안군,진안군 소송수행자 포상금 지급 조례 일부개정조례안 입법예고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846926?&amp;pageIndex=9"")"
지자체,전라북도 진안군,담배사업법 폐업 및 지정 신청 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846922?&amp;pageIndex=9"")"
지자체,제주특별자치도,일본 EEZ 입어 연승어선 위반조업 방지 특별 지도·교육,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846905?&amp;pageIndex=9"")"
지자체,제주특별자치도,"원희룡 도지사, 싱가포르 전략미래센터(CSF)방문","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846904?&amp;pageIndex=9"")"
지자체,제주특별자치도,"2016 지자체합동평가 결과, 제주도 최우수기관 선정","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846903?&amp;pageIndex=9"")"
지자체,제주특별자치도,"2016년 가족친화인증 제도, 도내 15개 기업서 관심","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846902?&amp;pageIndex=10"")"
지자체,충청남도 당진시,주민세(개인균등분) 인상관련 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847015?&amp;pageIndex=4"")"
지자체,충청남도 보령시,2016년 하반기 지역사회서비스투자사업 제공기관 현황 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847014?&amp;pageIndex=4"")"
지자체,충청남도 보령시,보령시 가로(보안)등 현황(2016.6.30.기준),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847012?&amp;pageIndex=4"")"
지자체,충청남도 부여군,2016년 임산물 유통기반조성 지원사업(일반화물) 지원계획 공고(6차),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846888?&amp;pageIndex=11"")"
지자체,충청남도 아산시,수용재결신청서 공고.열람 (온양전통시장 공공공지조성사업),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846886?&amp;pageIndex=11"")"
지자체,충청남도 청양군,풍선아트 전문자원봉사 수강생 모집,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847013?&amp;pageIndex=4"")"
지자체,충청남도 청양군,「국산 잡곡산업 중장기 발전 방안」관련 온라인 정책토록 참여 협조,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847011?&amp;pageIndex=4"")"
지자체,충청남도 청양군,국민체육센터(수영장) 시내버스 운행안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847009?&amp;pageIndex=5"")"
지자체,충청남도 태안군,방사선사 채용 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846773?&amp;pageIndex=15"")"
지자체,충청남도 태안군,안면읍 해수욕장 청소 기간제근로자 추가 채용 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846771?&amp;pageIndex=15"")"
지자체,충청남도 태안군,청소년수련관 청사미화원 채용 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846770?&amp;pageIndex=16"")"
지자체,충청북도,"충북도, 청년들과 소통창구 가동","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847051?&amp;pageIndex=1"")"
지자체,충청북도,"충북도청소년, “진로직업프로그램 필요하다고 느껴”","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847050?&amp;pageIndex=1"")"
지자체,충청북도,"충청북도청소년활동신문 15호,‘오마주’발간","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847049?&amp;pageIndex=1"")"
지자체,충청북도,"무예마스터십 성공개최, “우리도 함께합니다”","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847048?&amp;pageIndex=1"")"
지자체,충청북도,청풍호 수상태양광발전소 설치 협약 체결,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847047?&amp;pageIndex=2"")"
지자체,충청북도,"충북도, 5년연속 정부합동평가 상위권 유지!","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847045?&amp;pageIndex=2"")"
지자체,충청북도,"충북도, ‘고교생 한 걸음 더 캠프’ 개최 성료","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847044?&amp;pageIndex=2"")"
지자체,충청북도,충청북도 성별영향분석평가위원회 위원 위촉,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847043?&amp;pageIndex=2"")"
지자체,충청북도,"충청북도, 여름철 에너지절약 실천에 앞장선다","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847042?&amp;pageIndex=2"")"
지자체,충청북도,한국태양광발전학회 충북TP 태양광기술지원센터 내방,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847041?&amp;pageIndex=2"")"
지자체,충청북도,"이시종 지사, 청주무예마스터십 홍보, 국비확보 바쁘다. 바빠!","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847035?&amp;pageIndex=3"")"
지자체,충청북도,"충북도, 장애인성폭력피해자 자립지원 공동생활시설 건립 추진","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847034?&amp;pageIndex=3"")"
지자체,충청북도,"충북TP, 홍콩 코스모프로프 전시회 참가기업 모집","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847033?&amp;pageIndex=3"")"
지자체,충청북도,충청북도 공직기강 강화를 위한 감찰 실시,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847032?&amp;pageIndex=3"")"
지자체,충청북도,"충청북도, 제3회 도-시？군 안전정책협력협의회 개최","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847031?&amp;pageIndex=3"")"
지자체,충청북도,주간안전사고(7.3~7.9) 예보자료입니다.,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846655?&amp;pageIndex=18"")"
지자체,충청북도,주간안전사고(7.10~7.16) 예보자료입니다.,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846654?&amp;pageIndex=18"")"
지자체,충청북도,2016년 7월 5급 공무원 인사발령,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846653?&amp;pageIndex=18"")"
지자체,충청북도,"미동산수목원, 여름 특별 목재문화체험교실 참여 신청 알림","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846652?&amp;pageIndex=18"")"
지자체,충청북도,2016년 7월 6급이하 인사발령,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846651?&amp;pageIndex=18"")"
지자체,충청북도 괴산군,지방세독촉장 공시송달,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846728?&amp;pageIndex=17"")"
지자체,충청북도 제천시,"제천시, 베트남 닌빈시에 2017제천국제한방바이오산업엑스포 홍보 광고판 무상 설치","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846845?&amp;pageIndex=12"")"
지자체,충청북도 제천시,지역자활센터와 함께 하는 고고장(GOGO場) 주말장터,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846844?&amp;pageIndex=12"")"
지자체,충청북도 제천시,"제천시, '2016년 숲 가꾸기 사업' 본격 추진","=HYPERLINK(""http://www.korea.go.kr/locgovNews/846843?&amp;pageIndex=12"")"
지자체,충청북도 진천군,진천교성지구 도시개발사업 실시계획 (변경 3차)인가 및 지형도면 고시,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/846924?&amp;pageIndex=9"")"
