구분,발표처,제목,웹주소
중앙부처,정책브리핑,한국의 개인정보보호제도 국제사회에 알린다,"=HYPERLINK(""http://www.korea.go.kr/ntnadmNews/847887?&amp;pageIndex=2"")"
중앙부처,청와대,박 대통령 “경기회복·북핵 해결 등 국민 단합된 힘 믿어”,"=HYPERLINK(""http://www.korea.go.kr/ntnadmNews/829341?&amp;pageIndex=3"")"
중앙부처,청와대,"한-몽골 정상회담, 경제협력 확대·북핵 대응 긴밀 공조","=HYPERLINK(""http://www.korea.go.kr/ntnadmNews/829340?&amp;pageIndex=3"")"
중앙부처,특허청,"정부, 미래성장동력 분야 표준특허 확보 본격 추진","=HYPERLINK(""http://www.korea.go.kr/ntnadmNews/829342?&amp;pageIndex=3"")"
중앙부처,한국감정원,"한국감정원,『‘하반기 주택시장 전망’에 대한 우수 협력공인중개사 설문조사결과...","=HYPERLINK(""http://www.korea.go.kr/ntnadmNews/848178?&amp;pageIndex=1"")"
중앙부처,한국보훈복지의료공단,[광주] 완화의료도우미 파견,"=HYPERLINK(""http://www.korea.go.kr/ntnadmNews/848179?&amp;pageIndex=1"")"
중앙부처,한국산업인력공단,제10회 인적자원개발컨퍼런스 EXPO 참여기관 모집,"=HYPERLINK(""http://www.korea.go.kr/ntnadmNews/848180?&amp;pageIndex=1"")"
중앙부처,한국청소년활동진흥원,문화체육관광부 주관 #코리아팀 응원단을 모집합니다! (7/15~8/3),"=HYPERLINK(""http://www.korea.go.kr/ntnadmNews/848070?&amp;pageIndex=2"")"
중앙부처,해양수산부,2016년도 도선수습생 전형시험 최종합격자 공고,"=HYPERLINK(""http://www.korea.go.kr/ntnadmNews/848037?&amp;pageIndex=2"")"
지자체,강원도,롯데푸드(파스퇴르) 횡성전통시장 사회공헌사업 참여,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848182?&amp;pageIndex=5"")"
지자체,강원도,"최문순 도정, 후반기 특보 및 여성가족연구원장 내정","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848181?&amp;pageIndex=5"")"
지자체,강원도 삼척시,2017년도 예산편성을 위한 주민참여예산제 운영계획 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848146?&amp;pageIndex=7"")"
지자체,강원도 철원군,2016년 7월 3주차 포탄사격에 따른 주민홍보,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848143?&amp;pageIndex=8"")"
지자체,강원도 철원군,「국방·군사시설사업 실시계획 승인」고시,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848142?&amp;pageIndex=8"")"
지자체,강원도 철원군,"2016음식,숙박업소 환경개선 지원사업 공모","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848141?&amp;pageIndex=8"")"
지자체,강원도 평창군,개간사업 시행계획 승인 고시(강*식),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848004?&amp;pageIndex=14"")"
지자체,강원도 화천군,화천군 특별교통수단 수탁 운영업체 모집 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848001?&amp;pageIndex=14"")"
지자체,경기도,2016년 비영리민간단체 공익활동 지원사업 (3차) 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848155?&amp;pageIndex=6"")"
지자체,경기도,2016년 안보통일 스피치대회 사업 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848154?&amp;pageIndex=7"")"
지자체,경기도,경기도 공공시설물 우수디자인 인증제품 인증기간(3년) 만료 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848153?&amp;pageIndex=7"")"
지자체,경기도,경기도북부축산위생연구소 기간제근로자 채용계획 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848149?&amp;pageIndex=7"")"
지자체,경기도 광명시,『가학산근린공원 수해복구 공사』 전자견적 제출 안내(긴급),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848199?&amp;pageIndex=5"")"
지자체,경기도 김포시,김포 도시계획시설(도로:대로3-1호선 외 2개노선)변경결정 및 실시계획변경인가 전 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847990?&amp;pageIndex=15"")"
지자체,경기도 김포시,김포양촌산업단지내 처분신청 산업용지 매도공고(학운리 2762번지),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847988?&amp;pageIndex=16"")"
지자체,경기도 남양주시,건축법 이행강제금 체납에 따른 압류예고 공시송달 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848098?&amp;pageIndex=11"")"
지자체,경기도 남양주시,공원조성계획 결정(안) 주민 공람 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848097?&amp;pageIndex=11"")"
지자체,경기도 부천시,위해식품 등 긴급회수(해밀두부/(주)해밀),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848201?&amp;pageIndex=4"")"
지자체,경기도 부천시,위해식품 등 긴급회수(FFI100[모조치즈]/(주)화인에프에스),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848200?&amp;pageIndex=4"")"
지자체,경기도 성남시,"자매결연도시 홍천군 초청, 2016년 농촌문화체험 활동 참가자 선정 알림","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848105?&amp;pageIndex=10"")"
지자체,경기도 성남시,2016년 상품력강화사업 위탁기관 모집 재공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848104?&amp;pageIndex=10"")"
지자체,경기도 성남시,"근로자종합복지관 1,2층 석면(텍스) 철거공사 소액 수의견적서 제출 안내 공고","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847995?&amp;pageIndex=15"")"
지자체,경기도 성남시,"근로자종합복지관 1,2층 텍스(천정재) 설치공사 소액 수의견적서 제출 안내 공고","=HYPERLINK(""http://www.korea.go.kr/locgovNews/847994?&amp;pageIndex=15"")"
지자체,경기도 성남시,환경성질환(아토피) 힐링센터 입주자 2차 모집 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847993?&amp;pageIndex=15"")"
지자체,경기도 성남시,도로구역 결정(변경) 고시(대로2-10),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847992?&amp;pageIndex=15"")"
지자체,경기도 성남시,도시관리계획(주차장) 결정(변경) 및 지형도면 고시,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847991?&amp;pageIndex=15"")"
지자체,경기도 수원시,공유토지 분할등기 완료공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848215?&amp;pageIndex=3"")"
지자체,경기도 안산시,2016. 2기 몸짱 만들기 GO~GO 프로그램 대상자 모집,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848096?&amp;pageIndex=11"")"
지자체,경기도 양주시,2016년 제1회 양주시 통합사례관리사(기간제근로자) 채용(재공고) 1차시험(서류전형...,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848106?&amp;pageIndex=10"")"
지자체,경기도 양주시,고속도로 제400호선(파주~양주·포천 고속도로 건설공사) 도로구역 결정을 위한 주민...,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847997?&amp;pageIndex=15"")"
지자체,경기도 양주시,양주시 보건소 등 진료비 및 수수료 징수 조례 일부개정조례안 입법예고 및 의견조회,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847996?&amp;pageIndex=15"")"
지자체,경기도 양주시,덕정역 앞 구두수선박스(컨테이너) 철거 알림,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847989?&amp;pageIndex=15"")"
지자체,경기도 용인시,석유 및 석유대체연료 사업법 위반 행정처분(과태료 부과) 사전통지 공시 송달,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848207?&amp;pageIndex=4"")"
지자체,경기도 용인시,건설산업기본법 위반 과태료 체납고지서 반송에 따른 공시송달 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848206?&amp;pageIndex=4"")"
지자체,경기도 용인시,사도개설허가고시(백봉리 1797번지 일원),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848205?&amp;pageIndex=4"")"
지자체,경기도 용인시,[고시] 용인도시계획시설(도로:중3-146호) 실시계획변경인가(기간연장),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848204?&amp;pageIndex=4"")"
지자체,경기도 의왕시,청소년 홈스테이 교류 참가학생 추가모집안내(일본 지바현 키미츠시),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848103?&amp;pageIndex=10"")"
지자체,경기도 의정부시,건설기계 검사 최고/재최고 공시송달 공고(7월),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848214?&amp;pageIndex=3"")"
지자체,경기도 의정부시,송산행정복지센터 불법광고물 집중 단속 실시,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848013?&amp;pageIndex=13"")"
지자체,경기도 의정부시,홀로 어르신 영화관 나들이,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848012?&amp;pageIndex=13"")"
지자체,경기도 의정부시,"송산2동,‘찾아가는 행정서비스’실시","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848011?&amp;pageIndex=13"")"
지자체,경기도 이천시,백신지구 다목적농촌용수개발사업 손실보상계획 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848010?&amp;pageIndex=13"")"
지자체,경기도 포천시,2016년 3/4분기 행정상 관리주소 이전공고(2차),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848101?&amp;pageIndex=10"")"
지자체,경기도 포천시,"장애인전용주차구역 위반 고지서, 독촉고지서 반송에 따른 공시송달","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848099?&amp;pageIndex=11"")"
지자체,경기도 화성시,2017년 농산물가공 기초반 교육 희망자 모집,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848102?&amp;pageIndex=10"")"
지자체,경기도 화성시,찾아가는 도로명주소 활용 교실 신청 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848100?&amp;pageIndex=10"")"
지자체,경상남도,(재)경상남도청소년종합지원본부 원장 채용 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848063?&amp;pageIndex=11"")"
지자체,경상남도,2016년 하반기 농어촌진흥기금 융자시행계획 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848062?&amp;pageIndex=11"")"
지자체,경상남도,2016 안전지킴이 일기쓰기 공모 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847923?&amp;pageIndex=16"")"
지자체,경상남도 의령군,2016년 생활속 규제개선 공모,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847920?&amp;pageIndex=16"")"
지자체,경상남도 하동군,하동군관리계획(궤도시설 : 금오산 케이블카) 결정(변경)(안) 및 전략환경영향평가서...,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848053?&amp;pageIndex=12"")"
지자체,경상북도,"경북도, 학교급식 농·축산물 특별점검 실시","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848112?&amp;pageIndex=10"")"
지자체,경상북도,경북지역 고용시장 개선세 뚜렷..취업자 '늘고' 실업률 '줄고',"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848039?&amp;pageIndex=13"")"
지자체,경상북도,"경북도, 예천에 '국립 활 테마파크' 조성사업 추진","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848038?&amp;pageIndex=13"")"
지자체,경상북도 영양군,향군회관 리모델링 전기공사 수의(소액) 견적 제출,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847999?&amp;pageIndex=14"")"
지자체,경상북도 예천군,2016 예천세계곤충엑스포 기간 중 경로당 무료 이용 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848034?&amp;pageIndex=13"")"
지자체,경상북도 포항시,동북아 CEO 경제협력포럼 개최,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848216?&amp;pageIndex=3"")"
지자체,경상북도 포항시,2016 7월 청년일자리데이 및 상설채용박람회 참여업체모집,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848107?&amp;pageIndex=10"")"
지자체,광주광역시 광산구,거주불명 등록자 행정상 관리주소이전공고(2차),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848152?&amp;pageIndex=7"")"
지자체,광주광역시 광산구,건설업 등록사항(주기적) 신고 수리 공고[신흥건업(주)],"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848151?&amp;pageIndex=7"")"
지자체,광주광역시 광산구,"임곡동 제8통, 15통장 모집공고","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848150?&amp;pageIndex=7"")"
지자체,광주광역시 광산구,보건소 구급차 내부 CCTV설치에 따른 행정예고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848000?&amp;pageIndex=14"")"
지자체,대구광역시 수성구,구청장기 중학교 클럽대항 축구대회 지방보조사업자 신청 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848213?&amp;pageIndex=3"")"
지자체,대전광역시,국방신뢰성시험센터 건립 가시화,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848233?&amp;pageIndex=1"")"
지자체,대전광역시,"대전시, 지역 게임 기업 맞춤형 마케팅 지원","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848232?&amp;pageIndex=1"")"
지자체,대전광역시,청년 인재들 대전시청자미디어센터로 모여라,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848231?&amp;pageIndex=1"")"
지자체,대전광역시,빠르고 쾌적한 대전역~오송역 BRT 출발,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848229?&amp;pageIndex=2"")"
지자체,대전광역시,"대전시, 2020년까지 재난관리기금 1,100억 원 투입","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848227?&amp;pageIndex=2"")"
지자체,대전광역시,"대전시, 도로변 난간시설 특별 안전점검","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848221?&amp;pageIndex=2"")"
지자체,대전광역시,전국 시․도대항 및 대학․일반 체조선수권대회 개막,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848219?&amp;pageIndex=3"")"
지자체,대전광역시,"대전시, 자치구·주민 합동 쓰레기 대청소","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848218?&amp;pageIndex=3"")"
지자체,대전광역시,"대전시설관리공단, MBC배 전국수영대회 ‘금빛물결","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848217?&amp;pageIndex=3"")"
지자체,대전광역시 대덕구,세종 2-1생활권 H1블럭 세종 지웰푸르지오 특별공급 대상자(장애인) 추천,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848058?&amp;pageIndex=12"")"
지자체,대전광역시 동구,지적재조사사업 지적확정조서 반송에 따른 공시송달 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848055?&amp;pageIndex=12"")"
지자체,대전광역시 동구,통신판매업 신고사항 직권말소 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848054?&amp;pageIndex=12"")"
지자체,부산광역시 부산진구,환경개선부담금 체납에 따른 재산 압류예고 공시송달,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847987?&amp;pageIndex=16"")"
지자체,부산광역시 서구,2016년 상반기 주민자치 프로그램 수강료 수입 및 지출내역,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847884?&amp;pageIndex=16"")"
지자체,부산광역시 수영구,2016년 상반기 망미2동 주민자치회 프로그램 수강료 수지내역 공개,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847885?&amp;pageIndex=16"")"
지자체,부산광역시 연제구,음식물쓰레기 줄이기 실천방법 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848009?&amp;pageIndex=13"")"
지자체,서울특별시,서울역고가 상판 철거 완료…첫 번째 바닥판 설치 시작,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848244?&amp;pageIndex=1"")"
지자체,서울특별시,올 여름 휴가는 동네책방에서 시원하게!,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848243?&amp;pageIndex=1"")"
지자체,서울특별시,"서울시, 실력좋은 봉제공장과 디자이너 힘합쳐‘의류브랜드’만든다","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848242?&amp;pageIndex=1"")"
지자체,서울특별시,"서울시, 외주화ㆍ차별금지…근로자 노동조건개선 토론","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848241?&amp;pageIndex=1"")"
지자체,서울특별시,"서울시설공단, 정부 3.0 우수 공기업 선정","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848240?&amp;pageIndex=1"")"
지자체,서울특별시,“키즈툰애니틴스쿨”에서 창의성과 상상력의 바다를 여행하세요,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848230?&amp;pageIndex=2"")"
지자체,서울특별시,글을 나르는 경의선숲길‘어린이 기관사’모집,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848228?&amp;pageIndex=2"")"
지자체,서울특별시,매주 화요일 지하철 이용하고 영화관에서 문화혜택 받으세요,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848226?&amp;pageIndex=2"")"
지자체,서울특별시,"서울시 인권센터, 2016년 시민인권배심회의 개최","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848225?&amp;pageIndex=2"")"
지자체,서울특별시,"서울시, 두 번째 직장맘지원센터 금천구에 20일 개소","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848224?&amp;pageIndex=2"")"
지자체,서울특별시 강남구,"강남구, 주택가 불법 성매매업소 철거해 유해 주거환경 개선!","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848003?&amp;pageIndex=14"")"
지자체,서울특별시 강남구,주정차 위반 과태료 체납에 따른 독촉고지서 반송분 공시송달 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847922?&amp;pageIndex=16"")"
지자체,서울특별시 강서구,캠필로박터 식중독 예방 요령,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848008?&amp;pageIndex=14"")"
지자체,서울특별시 강서구,나트륨섭취 줄이기 위한 건강실천 운동,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848007?&amp;pageIndex=14"")"
지자체,서울특별시 관악구,우리마을소극장 영화상영 안내(마당을 나온 암탉),"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848148?&amp;pageIndex=7"")"
지자체,서울특별시 관악구,제4회 UCC영상 공모전 개최안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848140?&amp;pageIndex=8"")"
지자체,서울특별시 관악구,아이돌보미 채용 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847921?&amp;pageIndex=16"")"
지자체,서울특별시 동대문구,홍천군 경관위원회 위원 공개모집,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848158?&amp;pageIndex=6"")"
지자체,서울특별시 동대문구,지가조사 업무보조 기간제 근로자 채용공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848156?&amp;pageIndex=6"")"
지자체,서울특별시 서초구,주민등록 신고의무 불이행자 최고공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848066?&amp;pageIndex=11"")"
지자체,서울특별시 서초구,자동차종합(정기)검사 경과안내문 및 검사명령서 반송(4월20일 발송)분 공시송달 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848065?&amp;pageIndex=11"")"
지자체,서울특별시 서초구,여의천하천정비(단면확장)공사 보상 수용재결 신청서류 열람 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848064?&amp;pageIndex=11"")"
지자체,서울특별시 서초구,2016년 서초형 모범어린이집 공인 현장실사단 모집 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848006?&amp;pageIndex=14"")"
지자체,세종특별자치시,"“오봉산, 우리가 지켜요”","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848117?&amp;pageIndex=9"")"
지자체,세종특별자치시,"길순자 종촌동장, 초복 경로당 방문","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848116?&amp;pageIndex=9"")"
지자체,세종특별자치시,세종시민대상 주인공은 누구?,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848115?&amp;pageIndex=9"")"
지자체,세종특별자치시,"세종소방서, 근무 교대점검 시스템 운영","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848114?&amp;pageIndex=9"")"
지자체,세종특별자치시,"세종시 한솔동, 여름방학 재능기부 앞장","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848113?&amp;pageIndex=10"")"
지자체,울산광역시,"동남권관광협의회, 베트남서 관광 홍보 마케팅 전개","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848124?&amp;pageIndex=9"")"
지자체,울산광역시,울산시 ‘2016 시정백서’ 발간,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848123?&amp;pageIndex=9"")"
지자체,울산광역시,"울산시, 북구 화봉지하도 보수공사 시행","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848122?&amp;pageIndex=9"")"
지자체,인천광역시,시민여러분! 대중교통 많이 이용해 주세요.,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848235?&amp;pageIndex=1"")"
지자체,인천광역시,"인천시, 2016년도 대한민국 인재상 지역 후보자 신청 접수","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848234?&amp;pageIndex=1"")"
지자체,인천광역시,인천시설관리공단 친환경 해충 방제용 미꾸라지 방류,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848222?&amp;pageIndex=2"")"
지자체,인천광역시,개항장 일대에 숨겨진 재미! 개인박물관 소개,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848220?&amp;pageIndex=2"")"
지자체,인천광역시 강화군,2016년도 소상공인 육성을 위한 융자지원 사업 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848139?&amp;pageIndex=8"")"
지자체,인천광역시 남동구,10톤이상 대형저울(계량기) 재검정 일정 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848147?&amp;pageIndex=7"")"
지자체,인천광역시 남동구,2016년 7월 주정차위반과태료 정기분 고지서 반송에 따른 공시송달 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848005?&amp;pageIndex=14"")"
지자체,인천광역시 서구,인천광역시 서구 한시임기제공무원(출산휴가 및 육아휴직자 대체인력) 채용 최종합격...,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848067?&amp;pageIndex=11"")"
지자체,인천광역시 서구,주민등록 무단전출자 직권조치 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848061?&amp;pageIndex=12"")"
지자체,전라남도,2016년「고용우수기업 인증」시행계획 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848057?&amp;pageIndex=12"")"
지자체,전라남도,"동남아2차(다카, 콜롬보, 양곤) 시장개척단 파견 기업 모집 안내","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848056?&amp;pageIndex=12"")"
지자체,전라남도 구례군,지리산나들이장터 로컬마켓 운영주체 모집(2차) 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848036?&amp;pageIndex=13"")"
지자체,전라남도 목포시,목포 장아찌정보화마을 프로그램관리자 채용 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848035?&amp;pageIndex=13"")"
지자체,전라남도 목포시,목포(유달산∼고하도)해상케이블카 조성사업 목포시 도시관리계획(궤도) 결정(변경)...,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/847998?&amp;pageIndex=15"")"
지자체,전라남도 영암군,2016년 제2차 아이돌보미 채용 안내,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848212?&amp;pageIndex=3"")"
지자체,전라남도 영암군,지적측량기준점(위성도근점) 성과 고시,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848209?&amp;pageIndex=4"")"
지자체,전라남도 장흥군,2016 주요명산 등산로 정비사업,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848198?&amp;pageIndex=5"")"
지자체,전라남도 장흥군,신상리 선창(신기항) 방호벽 설치공사,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848197?&amp;pageIndex=5"")"
지자체,전라남도 장흥군,장흥 향교 정비사업,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848196?&amp;pageIndex=5"")"
지자체,전라남도 장흥군,장평 하동제 시군관리 저수지 정비사업 실시설계 용역,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848195?&amp;pageIndex=5"")"
지자체,전라남도 함평군,2016 위생업소 시설개선자금 추가 지원알림,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848211?&amp;pageIndex=3"")"
지자체,전라남도 함평군,한식조리기능사 자격증반 수강생 모집,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848210?&amp;pageIndex=3"")"
지자체,전라북도,"- 송하진 도지사, 2017년 국가예산 확보를 위해 - 기재부 예산심의 대응 활동","=HYPERLINK(""http://www.korea.go.kr/locgovNews/848119?&amp;pageIndex=9"")"
지자체,전라북도,[2016 국제청소년캠페스트 개최],"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848118?&amp;pageIndex=9"")"
지자체,전라북도 고창군,(재)고창군장학재단 사무국장 임용 공고,"=HYPERLINK(""http://www.korea.go.kr/locgovNews/848164?&amp;pageIndex=6"")"
